FoodCode	Main.food.description	ModCode
11830150	Cocoa powder, not reconstituted (no dry milk)	0
11830160	Cocoa (or chocolate) flavored beverage powder with sugar, dry mix, not reconstituted	0
11830165	Cocoa (or chocolate) flavored beverage powder with reduced sugar, dry mix, not reconstituted	0
11830170	Cocoa (or chocolate) flavored beverage powder with low-calorie sweetener, dry mix, not reconstituted	0
11830200	Milk, malted, dry mix, unfortified, not reconstituted, flavors other than chocolate	0
11830210	Milk, malted, dry mix, fortified, not reconstituted, flavors other than chocolate	0
11830250	Milk, malted, dry mix, unfortified, not reconstituted, chocolate	0
11830260	Milk, malted, dry mix, fortified, not reconstituted, chocolate	0
11830400	Milk beverage, powder, dry mix, not reconstituted, flavors other than chocolate	0
11830450	Milk beverage with sugar, dry milk, and egg white powder, dry mix, not reconstituted	0
11830500	Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, chocolate	0
11830550	Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, flavors other than chocolate	0
12100100	Cream, NS as to light, heavy, or half and half	0
12110100	Cream, light, fluid	0
12110300	Cream, light, whipped, unsweetened	0
12120100	Cream, half and half	0
12120105	Cream, half and half, low fat	0
12120110	Cream, half and half, fat free	0
12130100	Cream, heavy, fluid	0
12130200	Cream, heavy, whipped, unsweetened	0
12140000	Cream, heavy, whipped, sweetened	0
12140100	Cream, whipped, pressurized container	0
12140105	Cream, whipped, pressurized container, light	0
12140110	Whipped topping, dairy based, fat free, pressurized container	0
12200100	Cream substitute, NS as to frozen, liquid, or powdered	0
12210100	Cream substitute, frozen	0
12210200	Cream substitute, liquid	0
12210210	Cream substitute, flavored, liquid	0
12210250	Cream substitute, light, liquid	0
12210255	Cream substitute, light, flavored, liquid	0
12210260	Cream substitute, fat free, liquid	0
12210270	Cream substitute, fat free, flavored, liquid	0
12210305	Cream substitute, sugar free, liquid	0
12210310	Cream substitute, sugar free, flavored, liquid	0
12210400	Cream substitute, powdered	0
12210410	Cream substitute, light, powdered	0
12210420	Cream substitute, flavored, powdered	0
12210430	Cream substitute, fat free, powder	0
12210440	Cream substitute, fat free, flavored, powder	0
12210500	Cream substitute, sugar free, powder	0
12210505	Cream substitute, sugar free, flavored, powder	0
12220000	Whipped topping, nondairy, NS as to canned, frozen, or made from powdered mix	0
12220100	Whipped topping, nondairy, pressurized can	0
12220200	Whipped topping, nondairy, frozen	0
12220250	Whipped topping, nondairy, frozen, lowfat	0
12220270	Whipped topping, nondairy, frozen, fat free	0
12220280	Whipped topping, nondairy, frozen, sugar free	0
12220300	Whipped cream substitute, nondairy, made from powdered mix	0
12220400	Whipped cream substitute, nondairy, lowfat, low sugar, made from powdered mix	0
12310100	Sour cream	0
12310200	Sour cream, half and half	0
12310300	Sour cream, reduced fat	0
12310350	Sour cream, light	0
12310370	Sour cream, fat free	0
12320100	Sour cream, imitation (nondairy)	0
12320200	Sour cream, filled, sour dressing, nonbutterfat	0
12350000	Dip, sour cream base	0
12350020	Dip, sour cream base, reduced calorie	0
12350100	Spinach dip	0
12350110	Spinach and artichoke dip	0
13110000	Ice cream, NFS	0
13110100	Ice cream, regular, flavors other than chocolate	0
13110110	Ice cream, regular, chocolate	0
13110120	Ice cream, rich, flavors other than chocolate	0
13110130	Ice cream, rich, chocolate	0
13110140	Ice cream, rich, NS as to flavor	0
13110200	Ice cream, soft serve, flavors other than chocolate	0
13110210	Ice cream, soft serve, chocolate	0
13110220	Ice cream, soft serve, NS as to flavor	0
13110310	Ice cream, no sugar added, NS as to flavor	0
13110320	Ice cream, no sugar added, flavors other than chocolate	0
13110330	Ice cream, no sugar added, chocolate	0
13120050	Ice cream bar or stick, not chocolate covered or cake covered	0
13120100	Ice cream bar or stick, chocolate covered	0
13120110	Ice cream bar or stick, chocolate or caramel covered, with nuts	0
13120120	Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering	0
13120121	Ice cream bar or stick, rich ice cream, thick chocolate covering	0
13120130	Ice cream bar or stick, rich ice cream, chocolate covered, with nuts	0
13120140	Ice cream bar or stick, chocolate ice cream, chocolate covered	0
13120300	Ice cream bar, cake covered	0
13120310	Ice cream bar, stick or nugget, with crunch coating	0
13120400	Ice cream bar or stick with fruit	0
13120500	Ice cream sandwich	0
13120550	Ice cream cookie sandwich	0
13120700	Ice cream cone with nuts, flavors other than chocolate	0
13120710	Ice cream cone, chocolate covered, with nuts, flavors other than chocolate	0
13120720	Ice cream cone, chocolate covered or dipped, flavors other than chocolate	0
13120730	Ice cream cone, no topping, flavors other than chocolate	0
13120740	Ice cream cone, no topping, NS as to flavor	0
13120750	Ice cream cone with nuts, chocolate ice cream	0
13120760	Ice cream cone, chocolate covered or dipped, chocolate ice cream	0
13120770	Ice cream cone, no topping, chocolate ice cream	0
13120780	Ice cream cone, chocolate covered, with nuts, chocolate ice cream	0
13120790	Ice cream sundae cone	0
13120800	Ice cream soda, flavors other than chocolate	0
13120810	Ice cream soda, chocolate	0
13121000	Ice cream sundae, NS as to topping, with whipped cream	0
13121100	Ice cream sundae, fruit topping, with whipped cream	0
13121200	Ice cream sundae, prepackaged type, flavors other than chocolate	0
13121300	Ice cream sundae, chocolate or fudge topping, with whipped cream	0
13121400	Ice cream sundae, not fruit or chocolate topping, with whipped cream	0
13121500	Ice cream sundae, fudge topping, with cake, with whipped cream	0
13122100	Ice cream pie, no crust	0
13122500	Ice cream pie, with cookie crust, fudge topping, and whipped cream	0
13126000	Ice cream, fried	0
13127000	Dippin Dots, flash frozen ice cream snacks, flavors other than chocolate	0
13127010	Dippin Dots, flash frozen ice cream snacks, chocolate	0
13130100	Light ice cream, NS as to flavor (formerly ice milk)	0
13130300	Light ice cream, flavors other than chocolate (formerly ice milk)	0
13130310	Light ice cream, chocolate (formerly ice milk)	0
13130320	Light ice cream, no sugar added, NS as to flavor	0
13130330	Light ice cream, no sugar added, flavors other than chocolate	0
13130340	Light ice cream, no sugar added, chocolate	0
13130590	Light ice cream, soft serve, NS as to flavor (formerly ice milk)	0
13130600	Light ice cream, soft serve, flavors other than chocolate (formerly ice milk)	0
13130610	Light ice cream, soft serve, chocolate (formerly ice milk)	0
13130620	Light ice cream, soft serve cone, flavors other than chocolate (formerly ice milk)	0
13130630	Light ice cream, soft serve cone, chocolate (formerly ice milk)	0
13130640	Light ice cream, soft serve cone, NS as to flavor (formerly ice milk)	0
13130700	Light ice cream, soft serve, blended with candy or cookies	0
13135000	Ice cream sandwich, made with light ice cream, flavors other than chocolate	0
13135010	Ice cream sandwich, made with light chocolate ice cream	0
13136000	Ice cream sandwich, made with light, no sugar added ice cream	0
13140100	Light ice cream, bar or stick, chocolate-coated (formerly ice milk)	0
13140110	Light ice cream, bar or stick, chocolate covered, with nuts (formerly ice milk)	0
13140450	Light ice cream, cone, NFS (formerly ice milk)	0
13140500	Light ice cream, cone, flavors other than chocolate (formerly ice milk)	0
13140550	Light ice cream, cone, chocolate (formerly ice milk)	0
13140570	Light ice cream, no sugar added, cone, NS as to flavor	0
13140575	Light ice cream, no sugar added, cone, flavors other than chocolate	0
13140580	Light ice cream, no sugar added, cone, chocolate	0
13140600	Light ice cream, sundae, soft serve, chocolate or fudge topping, with whipped cream (formerly ice milk)	0
13140630	Light ice cream, sundae, soft serve, fruit topping, with whipped cream (formerly ice milk)	0
13140650	Light ice cream, sundae, soft serve, not fruit or chocolate topping, with whipped cream (formerly ice milk)	0
13140660	Light ice cream, sundae, soft serve, chocolate or fudge topping (without whipped cream) (formerly ice milk)	0
13140670	Light ice cream, sundae, soft serve, fruit topping (without whipped cream) (formerly ice milk)	0
13140680	Light ice cream, sundae, soft serve, not fruit or chocolate topping (without whipped cream) (formerly ice milk)	0
13140700	Light ice cream, creamsicle or dreamsicle (formerly ice milk)	0
13140710	Light ice cream, creamsicle or dreamsicle, no sugar added	0
13140900	Light ice cream, fudgesicle (formerly ice milk)	0
13142000	Milk dessert bar or stick, frozen, with coconut	0
13150000	Sherbet, all flavors	0
13160150	Fat free ice cream, no sugar added, chocolate	0
13160160	Fat free ice cream, no sugar added, flavors other than chocolate	0
13160400	Fat free ice cream, flavors other than chocolate	0
13160410	Fat free ice cream, chocolate	0
13160420	Fat free ice cream, NS as to flavor	0
13161000	Milk dessert bar, frozen, made from lowfat milk	0
13161500	Milk dessert sandwich bar, frozen, made from lowfat milk	0
13161520	Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk	0
13161600	Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener	0
13161630	Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)	0
13170000	Baked Alaska	0
13200110	Pudding, NFS	0
13210110	Pudding, bread	0
13210150	Puerto Rican bread pudding made with evaporated milk and rum (Budin de pan)	0
13210160	Diplomat pudding, Puerto Rican style (Budin Diplomatico)	0
13210180	Pudding, Mexican bread (Capirotada)	0
13210190	Pudding, Mexican bread (Capirotada), lower fat	0
13210220	Pudding, chocolate, NS as to from dry mix or ready-to-eat	0
13210250	Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat	0
13210260	Rice flour cream, Puerto Rican style (manjar blanco)	0
13210270	Custard, Puerto Rican style (Maicena, Natilla)	0
13210280	Pudding, flavors other than chocolate, NS as to from dry mix or ready-to-eat	0
13210290	Pudding, flavors other than chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat	0
13210300	Custard	0
13210350	Flan	0
13210410	Pudding, rice	0
13210450	Pudding, rice flour, with nuts (Indian dessert)	0
13210500	Pudding, tapioca, made from home recipe, made with milk	0
13210520	Pudding, tapioca, made from dry mix, made with milk	0
13210530	Pudding, tapioca, chocolate, made with milk	0
13210610	Pudding, coconut	0
13210710	Pudding, Indian (milk, molasses and cornmeal-based pudding)	0
13210750	Pudding, pumpkin	0
13210810	Puerto Rican pumpkin pudding (Flan de calabaza)	0
13210820	Fresh corn custard, Puerto Rican style (Mazamorra, Mundo Nuevo)	0
13220110	Pudding, flavors other than chocolate, prepared from dry mix, milk added	0
13220120	Pudding, chocolate, prepared from dry mix, milk added	0
13220210	Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added	0
13220220	Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added	0
13220230	Pudding, ready-to-eat, chocolate, reduced fat	0
13220235	Pudding, ready-to-eat, chocolate, fat free	0
13220240	Pudding, ready-to-eat, flavors other than chocolate, reduced fat	0
13220245	Pudding, ready-to-eat, flavors other than chocolate, fat free	0
13230110	Pudding, ready-to-eat, flavors other than chocolate	0
13230120	Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate	0
13230130	Pudding, ready-to-eat, chocolate	0
13230140	Pudding, ready-to-eat, low calorie, containing artificial sweetener, chocolate	0
13230200	Pudding, ready-to-eat, chocolate and non-chocolate flavors combined	0
13230500	Pudding, ready-to-eat, tapioca	0
13230510	Pudding, ready-to-eat, tapioca, fat free	0
13241000	Pudding, with fruit and vanilla wafers	0
13250000	Mousse, chocolate	0
13250100	Mousse, not chocolate	0
13250200	Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added	0
13252100	Coconut custard, Puerto Rican style (Flan de coco)	0
13252200	Milk dessert or milk candy, Puerto Rican style (Dulce de leche)	0
13252500	Barfi or Burfi, Indian dessert, made from milk andor cream andor Ricotta cheese	0
13252600	Tiramisu	0
13310000	Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior	0
13311000	Custard pudding, baby food, flavor other than chocolate, strained	0
13312000	Custard pudding, baby food, flavor other than chocolate, junior	0
13411000	White sauce, milk sauce	0
13412000	Milk gravy, quick gravy	0
14010000	Cheese, NFS	0
14101010	Cheese, Blue or Roquefort	0
14102010	Cheese, Brick	0
14103010	Cheese, Camembert	0
14103020	Cheese, Brie	0
14104100	Cheese, Cheddar	0
14104110	Cheese, Cheddar, reduced fat	0
14104115	Cheese, Cheddar, nonfat or fat free	0
14104200	Cheese, Colby	0
14104250	Cheese, Colby Jack	0
14104400	Cheese, Feta	0
14104600	Cheese, Fontina	0
14104700	Cheese, goat	0
14105010	Cheese, Gouda or Edam	0
14105200	Cheese, Gruyere	0
14106010	Cheese, Limburger	0
