Food.code	Main.food.description	Old.Main.food.description	FoodID
75231029	Snowpea_pea_pod_cooked_from_frozen_made_with_oil	Snowpea_pea_pod_cooked_from_frozen_made_with_oil	75231029.
75231030	Snowpea_pea_pod_cooked_from_frozen_made_with_butter	Snowpea_pea_pod_cooked_from_frozen_made_with_butter	75231030.
75231031	Snowpea_pea_pod_cooked_from_frozen_made_with_margarine	Snowpea_pea_pod_cooked_from_frozen_made_with_margarine	75231031.
75232000	Seaweed_dried	Seaweed_dried	75232000.
75232050	Seaweed_prepared_with_soy_sauce	Seaweed_prepared_with_soy_sauce	75232050.
75232100	Seaweed_cooked_NS_as_to_fat_added_in_cooking	Seaweed_cooked_NS_as_to_fat_added_in_cooking	75232100.
75232110	Seaweed_cooked_fat_not_added_in_cooking	Seaweed_cooked_fat_not_added_in_cooking	75232110.
75232120	Seaweed_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Seaweed_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75232120.
75232121	Seaweed_cooked_made_with_oil	Seaweed_cooked_made_with_oil	75232121.
75232122	Seaweed_cooked_made_with_butter	Seaweed_cooked_made_with_butter	75232122.
75232123	Seaweed_cooked_made_with_margarine	Seaweed_cooked_made_with_margarine	75232123.
75233000	Squash_summer_yellow_or_green_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Squash_summer_yellow_or_green_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	75233000.
75233001	Squash_summer_yellow_or_green_cooked_from_fresh_NS_as_to_fat_added_in_cooking	Squash_summer_yellow_or_green_cooked_from_fresh_NS_as_to_fat_added_in_cooking	75233001.
75233002	Squash_summer_yellow_or_green_cooked_from_frozen_NS_as_to_fat_added_in_cooking	Squash_summer_yellow_or_green_cooked_from_frozen_NS_as_to_fat_added_in_cooking	75233002.
75233003	Squash_summer_yellow_or_green_cooked_from_canned_NS_as_to_fat_added_in_cooking	Squash_summer_yellow_or_green_cooked_from_canned_NS_as_to_fat_added_in_cooking	75233003.
75233010	Squash_summer_yellow_or_green_cooked_NS_as_to_form_fat_not_added_in_cooking	Squash_summer_yellow_or_green_cooked_NS_as_to_form_fat_not_added_in_cooking	75233010.
75233011	Squash_summer_yellow_or_green_cooked_from_fresh_fat_not_added_in_cooking	Squash_summer_yellow_or_green_cooked_from_fresh_fat_not_added_in_cooking	75233011.
75233012	Squash_summer_yellow_or_green_cooked_from_frozen_fat_not_added_in_cooking	Squash_summer_yellow_or_green_cooked_from_frozen_fat_not_added_in_cooking	75233012.
75233013	Squash_summer_yellow_or_green_cooked_from_canned_fat_not_added_in_cooking	Squash_summer_yellow_or_green_cooked_from_canned_fat_not_added_in_cooking	75233013.
75233020	Squash_summer_yellow_or_green_cooked_NS_as_to_form_fat_added_in_cooking_NS_as_to_type_of_fat	Squash_summer_yellow_or_green_cooked_NS_as_to_form_fat_added_in_cooking_NS_as_to_type_of_fat	75233020.
75233021	Squash_summer_yellow_or_green_cooked_from_fresh_fat_added_in_cooking_NS_as_to_type_of_fat	Squash_summer_yellow_or_green_cooked_from_fresh_fat_added_in_cooking_NS_as_to_type_of_fat	75233021.
75233022	Squash_summer_yellow_or_green_cooked_from_frozen_fat_added_in_cooking_NS_as_to_type_of_fat	Squash_summer_yellow_or_green_cooked_from_frozen_fat_added_in_cooking_NS_as_to_type_of_fat	75233022.
75233023	Squash_summer_yellow_or_green_cooked_from_canned_fat_added_in_cooking_NS_as_to_type_of_fat	Squash_summer_yellow_or_green_cooked_from_canned_fat_added_in_cooking_NS_as_to_type_of_fat	75233023.
75233024	Squash_summer_yellow_or_green_cooked_NS_as_to_form_made_with_oil	Squash_summer_yellow_or_green_cooked_NS_as_to_form_made_with_oil	75233024.
75233025	Squash_summer_yellow_or_green_cooked_NS_as_to_form_made_with_butter	Squash_summer_yellow_or_green_cooked_NS_as_to_form_made_with_butter	75233025.
75233026	Squash_summer_yellow_or_green_cooked_NS_as_to_form_made_with_margarine	Squash_summer_yellow_or_green_cooked_NS_as_to_form_made_with_margarine	75233026.
75233027	Squash_summer_yellow_or_green_cooked_from_fresh_made_with_oil	Squash_summer_yellow_or_green_cooked_from_fresh_made_with_oil	75233027.
75233028	Squash_summer_yellow_or_green_cooked_from_fresh_made_with_butter	Squash_summer_yellow_or_green_cooked_from_fresh_made_with_butter	75233028.
75233029	Squash_summer_yellow_or_green_cooked_from_fresh_made_with_margarine	Squash_summer_yellow_or_green_cooked_from_fresh_made_with_margarine	75233029.
75233030	Squash_summer_yellow_or_green_cooked_from_frozen_made_with_oil	Squash_summer_yellow_or_green_cooked_from_frozen_made_with_oil	75233030.
75233031	Squash_summer_yellow_or_green_cooked_from_frozen_made_with_butter	Squash_summer_yellow_or_green_cooked_from_frozen_made_with_butter	75233031.
75233032	Squash_summer_yellow_or_green_cooked_from_frozen_made_with_margarine	Squash_summer_yellow_or_green_cooked_from_frozen_made_with_margarine	75233032.
75233033	Squash_summer_yellow_or_green_cooked_from_canned_made_with_oil	Squash_summer_yellow_or_green_cooked_from_canned_made_with_oil	75233033.
75233034	Squash_summer_yellow_or_green_cooked_from_canned_made_with_butter	Squash_summer_yellow_or_green_cooked_from_canned_made_with_butter	75233034.
75233035	Squash_summer_yellow_or_green_cooked_from_canned_made_with_margarine	Squash_summer_yellow_or_green_cooked_from_canned_made_with_margarine	75233035.
75233200	Squash_spaghetti_cooked_NS_as_to_fat_added_in_cooking	Squash_spaghetti_cooked_NS_as_to_fat_added_in_cooking	75233200.
75233210	Squash_spaghetti_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Squash_spaghetti_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75233210.
75233220	Squash_spaghetti_cooked_fat_not_added_in_cooking	Squash_spaghetti_cooked_fat_not_added_in_cooking	75233220.
75233221	Squash_spaghetti_cooked_made_with_oil	Squash_spaghetti_cooked_made_with_oil	75233221.
75233222	Squash_spaghetti_cooked_made_with_butter	Squash_spaghetti_cooked_made_with_butter	75233222.
75233223	Squash_spaghetti_cooked_made_with_margarine	Squash_spaghetti_cooked_made_with_margarine	75233223.
75233509	Sequin_Portuguese_squash_cooked_NS_as_to_fat_added_in_cooking	Sequin_Portuguese_squash_cooked_NS_as_to_fat_added_in_cooking	75233509.
75233510	Sequin_Portuguese_squash_cooked_fat_not_added_in_cooking	Sequin_Portuguese_squash_cooked_fat_not_added_in_cooking	75233510.
75233511	Sequin_Portuguese_squash_cooked_fat_added_in_cooking	Sequin_Portuguese_squash_cooked_fat_added_in_cooking	75233511.
75234000	Turnip_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Turnip_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	75234000.
75234001	Turnip_cooked_from_fresh_NS_as_to_fat_added_in_cooking	Turnip_cooked_from_fresh_NS_as_to_fat_added_in_cooking	75234001.
75234002	Turnip_cooked_from_frozen_NS_as_to_fat_added_in_cooking	Turnip_cooked_from_frozen_NS_as_to_fat_added_in_cooking	75234002.
75234003	Turnip_cooked_from_canned_NS_as_to_fat_added_in_cooking	Turnip_cooked_from_canned_NS_as_to_fat_added_in_cooking	75234003.
75234010	Turnip_cooked_NS_as_to_form_fat_not_added_in_cooking	Turnip_cooked_NS_as_to_form_fat_not_added_in_cooking	75234010.
75234011	Turnip_cooked_from_fresh_fat_not_added_in_cooking	Turnip_cooked_from_fresh_fat_not_added_in_cooking	75234011.
75234012	Turnip_cooked_from_frozen_fat_not_added_in_cooking	Turnip_cooked_from_frozen_fat_not_added_in_cooking	75234012.
75234013	Turnip_cooked_from_canned_fat_not_added_in_cooking	Turnip_cooked_from_canned_fat_not_added_in_cooking	75234013.
75234020	Turnip_cooked_NS_as_to_form_fat_added_in_cooking_NS_as_to_type_of_fat	Turnip_cooked_NS_as_to_form_fat_added_in_cooking_NS_as_to_type_of_fat	75234020.
75234021	Turnip_cooked_from_fresh_fat_added_in_cooking_NS_as_to_type_of_fat	Turnip_cooked_from_fresh_fat_added_in_cooking_NS_as_to_type_of_fat	75234021.
75234022	Turnip_cooked_from_frozen_fat_added_in_cooking_NS_as_to_type_of_fat	Turnip_cooked_from_frozen_fat_added_in_cooking_NS_as_to_type_of_fat	75234022.
75234023	Turnip_cooked_from_canned_fat_added_in_cooking_NS_as_to_type_of_fat	Turnip_cooked_from_canned_fat_added_in_cooking_NS_as_to_type_of_fat	75234023.
75234024	Turnip_cooked_from_canned_made_with_oil	Turnip_cooked_from_canned_made_with_oil	75234024.
75234025	Turnip_cooked_from_canned_made_with_butter	Turnip_cooked_from_canned_made_with_butter	75234025.
75234026	Turnip_cooked_from_canned_made_with_margarine	Turnip_cooked_from_canned_made_with_margarine	75234026.
75234027	Turnip_cooked_from_fresh_made_with_oil	Turnip_cooked_from_fresh_made_with_oil	75234027.
75234028	Turnip_cooked_from_fresh_made_with_butter	Turnip_cooked_from_fresh_made_with_butter	75234028.
75234029	Turnip_cooked_from_fresh_made_with_margarine	Turnip_cooked_from_fresh_made_with_margarine	75234029.
75234030	Turnip_cooked_from_frozen_made_with_oil	Turnip_cooked_from_frozen_made_with_oil	75234030.
75234031	Turnip_cooked_from_frozen_made_with_butter	Turnip_cooked_from_frozen_made_with_butter	75234031.
75234032	Turnip_cooked_from_frozen_made_with_margarine	Turnip_cooked_from_frozen_made_with_margarine	75234032.
75234033	Turnip_cooked_NS_as_to_form_made_with_oil	Turnip_cooked_NS_as_to_form_made_with_oil	75234033.
75234034	Turnip_cooked_NS_as_to_form_made_with_butter	Turnip_cooked_NS_as_to_form_made_with_butter	75234034.
75234035	Turnip_cooked_NS_as_to_form_made_with_margarine	Turnip_cooked_NS_as_to_form_made_with_margarine	75234035.
75235000	Water_chestnut	Water_chestnut	75235000.
75235750	Winter_melon_cooked	Winter_melon_cooked	75235750.
75236000	Yeast	Yeast	75236000.
75236500	Yeast_extract_spread	Yeast_extract_spread	75236500.
75301100	Beans_lima_and_corn_succotash_cooked_NS_as_to_fat_added_in_cooking	Beans_lima_and_corn_succotash_cooked_NS_as_to_fat_added_in_cooking	75301100.
75301110	Beans_lima_and_corn_succotash_cooked_fat_not_added_in_cooking	Beans_lima_and_corn_succotash_cooked_fat_not_added_in_cooking	75301110.
75301120	Beans_lima_and_corn_succotash_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Beans_lima_and_corn_succotash_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75301120.
75301121	Beans_lima_and_corn_succotash_cooked_made_with_oil	Beans_lima_and_corn_succotash_cooked_made_with_oil	75301121.
75301122	Beans_lima_and_corn_succotash_cooked_made_with_butter	Beans_lima_and_corn_succotash_cooked_made_with_butter	75301122.
75301123	Beans_lima_and_corn_succotash_cooked_made_with_margarine	Beans_lima_and_corn_succotash_cooked_made_with_margarine	75301123.
75302009	Beans_string_green_with_tomatoes_cooked_NS_as_to_fat_added_in_cooking	Beans_string_green_with_tomatoes_cooked_NS_as_to_fat_added_in_cooking	75302009.
75302010	Beans_string_green_with_tomatoes_cooked_fat_not_added_in_cooking	Beans_string_green_with_tomatoes_cooked_fat_not_added_in_cooking	75302010.
75302011	Beans_string_green_with_tomatoes_cooked_fat_added_in_cooking	Beans_string_green_with_tomatoes_cooked_fat_added_in_cooking	75302011.
75302029	Beans_string_green_with_chickpeas_cooked_NS_as_to_fat_added_in_cooking	Beans_string_green_with_chickpeas_cooked_NS_as_to_fat_added_in_cooking	75302029.
75302030	Beans_string_green_with_chickpeas_cooked_fat_not_added_in_cooking	Beans_string_green_with_chickpeas_cooked_fat_not_added_in_cooking	75302030.
75302031	Beans_string_green_with_chickpeas_cooked_fat_added_in_cooking	Beans_string_green_with_chickpeas_cooked_fat_added_in_cooking	75302031.
75302039	Beans_string_green_with_almonds_cooked_NS_as_to_fat_added_in_cooking	Beans_string_green_with_almonds_cooked_NS_as_to_fat_added_in_cooking	75302039.
75302040	Beans_string_green_with_almonds_cooked_fat_not_added_in_cooking	Beans_string_green_with_almonds_cooked_fat_not_added_in_cooking	75302040.
75302045	Beans_string_green_with_almonds_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Beans_string_green_with_almonds_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75302045.
75302046	Beans_string_green_with_almonds_cooked_made_with_oil	Beans_string_green_with_almonds_cooked_made_with_oil	75302046.
75302047	Beans_string_green_with_almonds_cooked_made_with_butter	Beans_string_green_with_almonds_cooked_made_with_butter	75302047.
75302048	Beans_string_green_with_almonds_cooked_made_with_margarine	Beans_string_green_with_almonds_cooked_made_with_margarine	75302048.
75302059	Beans_string_green_with_pinto_beans_cooked_NS_as_to_fat_added_in_cooking	Beans_string_green_with_pinto_beans_cooked_NS_as_to_fat_added_in_cooking	75302059.
75302060	Beans_string_green_with_pinto_beans_cooked_fat_not_added_in_cooking	Beans_string_green_with_pinto_beans_cooked_fat_not_added_in_cooking	75302060.
75302061	Beans_string_green_with_pinto_beans_cooked_fat_added_in_cooking	Beans_string_green_with_pinto_beans_cooked_fat_added_in_cooking	75302061.
75302069	Beans_string_green_with_spaetzel_cooked_NS_as_to_fat_added_in_cooking	Beans_string_green_with_spaetzel_cooked_NS_as_to_fat_added_in_cooking	75302069.
75302070	Beans_string_green_with_spaetzel_cooked_fat_not_added_in_cooking	Beans_string_green_with_spaetzel_cooked_fat_not_added_in_cooking	75302070.
75302071	Beans_string_green_with_spaetzel_cooked_fat_added_in_cooking	Beans_string_green_with_spaetzel_cooked_fat_added_in_cooking	75302071.
75302080	Bean_salad_yellow_andor_green_string_beans	Bean_salad_yellow_andor_green_string_beans	75302080.
75302200	Beans_string_green_with_onions_NS_as_to_fat_added_in_cooking	Beans_string_green_with_onions_NS_as_to_fat_added_in_cooking	75302200.
75302205	Beans_string_green_with_onions_cooked_fat_not_added_in_cooking	Beans_string_green_with_onions_cooked_fat_not_added_in_cooking	75302205.
75302210	Beans_string_green_with_onions_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Beans_string_green_with_onions_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75302210.
75302211	Beans_string_green_with_onions_cooked_made_with_oil	Beans_string_green_with_onions_cooked_made_with_oil	75302211.
75302212	Beans_string_green_with_onions_cooked_made_with_butter	Beans_string_green_with_onions_cooked_made_with_butter	75302212.
75302213	Beans_string_green_with_onions_cooked_made_with_margarine	Beans_string_green_with_onions_cooked_made_with_margarine	75302213.
75302500	Beans_string_green_and_potatoes_cooked_NS_as_to_fat_added_in_cooking	Beans_string_green_and_potatoes_cooked_NS_as_to_fat_added_in_cooking	75302500.
75302505	Beans_string_green_and_potatoes_cooked_fat_not_added_in_cooking	Beans_string_green_and_potatoes_cooked_fat_not_added_in_cooking	75302505.
75302510	Beans_string_green_and_potatoes_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Beans_string_green_and_potatoes_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75302510.
75302511	Beans_string_green_and_potatoes_cooked_made_with_oil	Beans_string_green_and_potatoes_cooked_made_with_oil	75302511.
75302512	Beans_string_green_and_potatoes_cooked_made_with_butter	Beans_string_green_and_potatoes_cooked_made_with_butter	75302512.
75302513	Beans_string_green_and_potatoes_cooked_made_with_margarine	Beans_string_green_and_potatoes_cooked_made_with_margarine	75302513.
75303000	Corn_with_peppers_red_or_green_cooked_NS_as_to_fat_added_in_cooking	Corn_with_peppers_red_or_green_cooked_NS_as_to_fat_added_in_cooking	75303000.
75303010	Corn_with_peppers_red_or_green_cooked_fat_not_added_in_cooking	Corn_with_peppers_red_or_green_cooked_fat_not_added_in_cooking	75303010.
75303020	Corn_with_peppers_red_or_green_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Corn_with_peppers_red_or_green_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75303020.
75303021	Corn_with_peppers_red_or_green_cooked_made_with_oil	Corn_with_peppers_red_or_green_cooked_made_with_oil	75303021.
75303022	Corn_with_peppers_red_or_green_cooked_made_with_butter	Corn_with_peppers_red_or_green_cooked_made_with_butter	75303022.
75303023	Corn_with_peppers_red_or_green_cooked_made_with_margarine	Corn_with_peppers_red_or_green_cooked_made_with_margarine	75303023.
75306010	Eggplant_in_tomato_sauce_cooked_fat_not_added_in_cooking	Eggplant_in_tomato_sauce_cooked_fat_not_added_in_cooking	75306010.
75306998	Green_peppers_and_onions_cooked_fat_not_added_in_cooking	Green_peppers_and_onions_cooked_fat_not_added_in_cooking	75306998.
75306999	Green_peppers_and_onions_cooked_NS_as_to_fat_added_in_cooking	Green_peppers_and_onions_cooked_NS_as_to_fat_added_in_cooking	75306999.
75307000	Green_peppers_and_onions_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Green_peppers_and_onions_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75307000.
75307001	Green_peppers_and_onions_cooked_made_with_oil	Green_peppers_and_onions_cooked_made_with_oil	75307001.
75307002	Green_peppers_and_onions_cooked_made_with_butter	Green_peppers_and_onions_cooked_made_with_butter	75307002.
75307003	Green_peppers_and_onions_cooked_made_with_margarine	Green_peppers_and_onions_cooked_made_with_margarine	75307003.
75311000	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	75311000.
75311002	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_NS_as_to_fat_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_NS_as_to_fat_added_in_cooking	75311002.
75311003	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_NS_as_to_fat_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_NS_as_to_fat_added_in_cooking	75311003.
75311010	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_fat_not_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_fat_not_added_in_cooking	75311010.
75311012	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_fat_not_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_fat_not_added_in_cooking	75311012.
75311013	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_fat_not_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_fat_not_added_in_cooking	75311013.
75311020	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_fat_added_in_cooking_NS_as_to_type_of_fat	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_fat_added_in_cooking_NS_as_to_type_of_fat	75311020.
75311022	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_fat_added_in_cooking_NS_as_to_type_of_fat	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_fat_added_in_cooking_NS_as_to_type_of_fat	75311022.
75311023	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_fat_added_in_cooking_NS_as_to_type_of_fat	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_fat_added_in_cooking_NS_as_to_type_of_fat	75311023.
75311024	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_made_with_oil	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_made_with_oil	75311024.
75311025	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_made_with_butter	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_made_with_butter	75311025.
75311026	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_made_with_margarine	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_NS_as_to_form_made_with_margarine	75311026.
75311027	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_made_with_oil	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_made_with_oil	75311027.
75311028	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_made_with_butter	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_made_with_butter	75311028.
75311029	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_made_with_margarine	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_frozen_made_with_margarine	75311029.
75311030	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_made_with_oil	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_made_with_oil	75311030.
75311031	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_made_with_butter	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_made_with_butter	75311031.
75311032	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_made_with_margarine	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_cooked_from_canned_made_with_margarine	75311032.
75311100	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_NS_as_to_fat_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_NS_as_to_fat_added_in_cooking	75311100.
75311110	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_fat_not_added_in_cooking	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_fat_not_added_in_cooking	75311110.
75311120	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_fat_added_in_cooking_NS_as_to_type_of_fat	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_fat_added_in_cooking_NS_as_to_type_of_fat	75311120.
75311121	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_made_with_oil	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_made_with_oil	75311121.
75311122	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_made_with_butter	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_made_with_butter	75311122.
75311123	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_made_with_margarine	Mixed_vegetables_corn_lima_beans_peas_green_beans_and_carrots_canned_low_sodium_made_with_margarine	75311123.
75315000	Peas_and_corn_cooked_NS_as_to_fat_added_in_cooking	Peas_and_corn_cooked_NS_as_to_fat_added_in_cooking	75315000.
75315010	Peas_and_corn_cooked_fat_not_added_in_cooking	Peas_and_corn_cooked_fat_not_added_in_cooking	75315010.
75315020	Peas_and_corn_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Peas_and_corn_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75315020.
75315021	Peas_and_corn_cooked_made_with_oil	Peas_and_corn_cooked_made_with_oil	75315021.
75315022	Peas_and_corn_cooked_made_with_butter	Peas_and_corn_cooked_made_with_butter	75315022.
75315023	Peas_and_corn_cooked_made_with_margarine	Peas_and_corn_cooked_made_with_margarine	75315023.
75315100	Peas_and_onions_cooked_NS_as_to_fat_added_in_cooking	Peas_and_onions_cooked_NS_as_to_fat_added_in_cooking	75315100.
75315110	Peas_and_onions_cooked_fat_not_added_in_cooking	Peas_and_onions_cooked_fat_not_added_in_cooking	75315110.
75315120	Peas_and_onions_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Peas_and_onions_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75315120.
75315121	Peas_and_onions_cooked_made_with_oil	Peas_and_onions_cooked_made_with_oil	75315121.
75315122	Peas_and_onions_cooked_made_with_butter	Peas_and_onions_cooked_made_with_butter	75315122.
75315123	Peas_and_onions_cooked_made_with_margarine	Peas_and_onions_cooked_made_with_margarine	75315123.
75315200	Peas_and_mushrooms_cooked_NS_as_to_fat_added_in_cooking	Peas_and_mushrooms_cooked_NS_as_to_fat_added_in_cooking	75315200.
75315210	Peas_and_mushrooms_cooked_fat_not_added_in_cooking	Peas_and_mushrooms_cooked_fat_not_added_in_cooking	75315210.
75315215	Peas_and_mushrooms_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Peas_and_mushrooms_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75315215.
75315216	Peas_and_mushrooms_cooked_made_with_oil	Peas_and_mushrooms_cooked_made_with_oil	75315216.
75315217	Peas_and_mushrooms_cooked_made_with_butter	Peas_and_mushrooms_cooked_made_with_butter	75315217.
75315218	Peas_and_mushrooms_cooked_made_with_margarine	Peas_and_mushrooms_cooked_made_with_margarine	75315218.
75315249	Cowpeas_with_snap_beans_cooked_NS_as_to_fat_added_in_cooking	Cowpeas_with_snap_beans_cooked_NS_as_to_fat_added_in_cooking	75315249.
75315250	Cowpeas_with_snap_beans_cooked_fat_not_added_in_cooking	Cowpeas_with_snap_beans_cooked_fat_not_added_in_cooking	75315250.
75315251	Cowpeas_with_snap_beans_cooked_fat_added_in_cooking	Cowpeas_with_snap_beans_cooked_fat_added_in_cooking	75315251.
75315300	Peas_and_potatoes_cooked_fat_not_added_in_cooking	Peas_and_potatoes_cooked_fat_not_added_in_cooking	75315300.
75315305	Peas_and_potatoes_cooked_NS_as_to_fat_added_in_cooking	Peas_and_potatoes_cooked_NS_as_to_fat_added_in_cooking	75315305.
75315310	Peas_and_potatoes_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	Peas_and_potatoes_cooked_fat_added_in_cooking_NS_as_to_type_of_fat	75315310.
75315311	Peas_and_potatoes_cooked_made_with_oil	Peas_and_potatoes_cooked_made_with_oil	75315311.
75315312	Peas_and_potatoes_cooked_made_with_butter	Peas_and_potatoes_cooked_made_with_butter	75315312.
75315313	Peas_and_potatoes_cooked_made_with_margarine	Peas_and_potatoes_cooked_made_with_margarine	75315313.
75315999	Squash_summer_yellow_or_green_and_onions_cooked_NS_as_to_fat_added_in_cooking	Squash_summer_yellow_or_green_and_onions_cooked_NS_as_to_fat_added_in_cooking	75315999.
75316000	Squash_summer_yellow_or_green_and_onions_cooked_fat_not_added_in_cooking	Squash_summer_yellow_or_green_and_onions_cooked_fat_not_added_in_cooking	75316000.
75316020	Squash_summer_yellow_or_green_and_onions_cooked_fat_added_in_cooking	Squash_summer_yellow_or_green_and_onions_cooked_fat_added_in_cooking	75316020.
75316022	Squash_summer_yellow_or_green_and_onions_cooked_made_with_oil	Squash_summer_yellow_or_green_and_onions_cooked_made_with_oil	75316022.
75316023	Squash_summer_yellow_or_green_and_onions_cooked_made_with_butter	Squash_summer_yellow_or_green_and_onions_cooked_made_with_butter	75316023.
75316024	Squash_summer_yellow_or_green_and_onions_cooked_made_with_margarine	Squash_summer_yellow_or_green_and_onions_cooked_made_with_margarine	75316024.
75316030	Squash_summer_yellow_or_green_with_tomato_sauce_cooked_fat_not_added_in_cooking	Squash_summer_yellow_or_green_with_tomato_sauce_cooked_fat_not_added_in_cooking	75316030.
75316031	Squash_summer_yellow_or_green_with_tomato_sauce_cooked_fat_added_in_cooking	Squash_summer_yellow_or_green_with_tomato_sauce_cooked_fat_added_in_cooking	75316031.
