seqn	sddsrvyr	ridstatr	riagendr	ridageyr	ridagemn	ridreth1	ridreth3	ridexmon	ridexagy	ridexagm	dmqmiliz	dmqadfc	dmdborn4	dmdcitzn	dmdyrsus	dmdeduc3	dmdeduc2	dmdmartl	ridexprg	sialang	siaproxy	siaintrp	fialang	fiaproxy	fiaintrp	mialang	miaproxy	miaintrp	aialanga	wtint2yr	wtmec2yr	sdmvpsu	sdmvstra	indhhin2	indfmin2	indfmpir	dmdhhsiz	dmdfmsiz	dmdhhsza	dmdhhszb	dmdhhsze	dmdhrgnd	dmdhrage	dmdhrbr4	dmdhredu	dmdhrmar	dmdhsedu
69973	7	2	2	55	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	26637.81974	28307.564263	1	98	7	7	1.03	7	7	0	4	0	2	20	1	3	5	NA
69975	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	60071.993203	65791.533402	1	95	14	14	5	1	1	0	0	1	2	80	1	4	1	NA
69981	7	2	1	62	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	15991.70237	16076.675652	1	99	3	3	1.29	1	1	0	0	1	1	62	1	3	5	NA
69983	7	2	1	38	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	19384.896286	19940.089683	1	94	3	3	0.95	2	2	0	0	1	2	67	1	2	2	NA
69985	7	2	2	73	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	NA	NA	NA	NA	19901.857177	20582.498016	3	92	3	3	1.29	1	1	0	0	1	2	73	1	4	2	NA
69990	7	2	2	23	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	18412.14266	22203.276692	2	90	2	2	0.67	2	2	0	0	1	2	64	1	5	5	NA
69991	7	2	2	56	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	27407.957254	27308.998449	2	90	3	3	1.29	1	1	0	0	0	2	56	1	3	3	NA
69992	7	2	2	23	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	150082.940829	151424.784638	1	98	8	8	2.97	2	2	0	0	0	1	23	1	3	1	5
69993	7	2	2	40	NA	2	2	2	NA	NA	2	NA	1	1	NA	NA	2	5	2	1	2	2	1	2	2	1	2	2	1	29650.79971	37801.89955	2	90	4	4	1.29	2	2	0	0	0	2	40	1	2	5	NA
69994	7	2	2	21	NA	5	7	1	NA	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	71351.478679	74215.528244	2	100	10	10	3.13	4	4	0	0	1	2	53	1	2	1	2
69995	7	2	1	18	NA	1	1	2	18	226	2	NA	1	1	NA	11	NA	NA	NA	2	2	2	2	2	2	1	2	2	1	18120.499457	19917.650851	1	90	1	1	0.02	5	5	0	1	0	2	39	2	1	1	2
69997	7	2	1	46	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	25123.480232	25043.348036	1	92	15	15	4.44	5	5	0	3	0	2	43	1	5	6	NA
69999	7	2	2	29	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	20247.768461	20264.515513	2	93	5	5	1.05	3	3	1	0	0	2	29	1	3	5	NA
70000	7	2	2	59	NA	4	4	2	NA	NA	2	NA	2	2	6	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	19100.364335	18787.428747	1	96	4	4	1.34	1	1	0	0	0	2	59	2	3	3	NA
70006	7	2	1	29	NA	2	2	1	NA	NA	2	NA	2	1	4	NA	5	5	NA	1	2	2	NA	NA	NA	1	2	2	1	38474.772527	40200.135096	2	93	NA	NA	NA	4	2	0	0	0	1	28	NA	NA	4	NA
70008	7	2	2	55	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	160743.928829	165029.101567	1	95	8	6	2.04	4	2	0	1	0	2	57	1	5	5	NA
70010	7	2	2	58	NA	5	6	2	NA	NA	2	NA	2	1	3	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	12441.719186	13672.655562	1	96	7	7	1.83	3	3	0	0	1	1	66	2	5	1	3
70013	7	2	1	70	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	7526.944058	7674.379869	1	96	15	15	5	2	2	0	0	2	1	70	1	5	1	4
70014	7	2	1	32	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	85120.619542	87558.517853	1	93	15	15	5	1	1	0	0	0	1	32	1	4	5	NA
70015	7	2	1	57	NA	4	4	2	NA	NA	1	2	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	16851.334496	19427.051933	2	95	4	4	1.66	1	1	0	0	0	1	57	1	4	3	NA
70020	7	2	2	21	NA	5	6	1	NA	NA	2	NA	2	2	3	NA	4	6	3	1	2	2	1	2	2	1	2	2	1	16929.836231	18556.498474	2	101	8	5	2.2	2	1	0	0	0	1	24	2	4	6	NA
70026	7	2	1	31	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	17554.053699	17463.765652	2	100	7	7	2.72	2	2	0	0	0	2	59	1	4	3	NA
70031	7	2	2	63	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	10192.188896	10440.656902	1	99	7	7	3.31	1	1	0	0	1	2	63	1	4	3	NA
70032	7	2	1	80	NA	5	6	1	NA	NA	1	2	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	11550.158096	12419.035396	2	92	77	77	NA	2	2	0	0	2	2	80	1	3	1	4
70033	7	2	2	53	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	160743.928829	166234.629208	1	95	12	12	NA	2	2	0	0	0	2	53	1	4	1	NA
70035	7	2	2	65	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	91836.529686	93336.987794	1	93	10	10	5	1	1	0	0	1	2	65	1	5	3	NA
70046	7	2	1	55	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	4	NA	1	2	2	1	2	2	1	2	2	1	19541.667675	19517.839388	2	95	3	3	1.16	1	1	0	0	0	1	55	1	4	4	NA
70047	7	2	2	19	NA	4	4	1	19	233	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	11838.873374	11750.256617	2	100	14	14	3.06	5	5	1	0	0	1	50	1	5	1	5
70049	7	2	1	41	NA	5	6	1	NA	NA	2	NA	2	2	2	NA	2	1	NA	1	2	1	1	2	2	1	2	2	NA	20696.713928	21871.839567	2	102	9	9	2.68	4	4	1	1	0	2	38	2	5	1	2
70050	7	2	2	49	NA	4	4	1	NA	NA	1	1	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	29010.447112	29720.490657	1	100	9	9	3.64	2	2	0	0	0	2	49	1	4	5	NA
70052	7	2	2	28	NA	5	6	2	NA	NA	2	NA	2	2	2	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	11696.173591	12195.620792	1	93	15	5	1.84	6	1	0	0	0	1	34	2	5	5	NA
70055	7	2	2	47	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	115926.402585	120043.284447	1	98	10	10	3.04	4	4	0	2	0	2	47	1	4	1	3
70058	7	2	1	38	NA	5	6	1	NA	NA	2	NA	2	2	2	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	20071.705576	20986.552878	3	91	7	7	2.45	2	2	0	0	0	2	29	2	5	1	5
70059	7	2	2	74	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	2	NA	1	2	2	1	2	2	1	2	2	NA	25812.913537	27633.237354	2	95	3	3	1.27	1	1	0	0	1	2	74	1	2	2	NA
70061	7	2	1	65	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	1	7101.739553	7433.956549	2	100	2	2	0.83	1	1	0	0	1	1	65	1	2	5	NA
70062	7	2	2	75	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	69726.261922	71865.394906	1	93	15	15	5	2	2	0	0	2	2	75	1	5	1	5
70063	7	2	2	43	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	1	1	2	1	2	2	1	2	2	1	2	2	1	27585.470618	28524.896774	2	102	15	15	5	4	4	0	2	0	1	44	1	3	1	1
70066	7	2	1	47	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	19260.892847	19199.459573	2	97	8	5	2.02	2	1	0	0	0	1	47	1	4	3	NA
70069	7	2	2	50	NA	1	1	2	NA	NA	2	NA	2	2	4	NA	4	6	NA	2	2	2	1	2	2	2	2	2	2	24352.519425	24479.515743	1	97	3	3	0.5	5	5	0	2	0	1	56	2	2	6	NA
70072	7	2	1	53	NA	4	4	2	NA	NA	1	2	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	26135.885159	26659.265986	2	101	7	7	2.16	3	3	0	1	0	2	44	1	4	6	NA
70073	7	2	1	19	NA	3	3	2	19	239	2	NA	1	1	NA	10	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	30943.024697	36334.060093	1	101	1	1	0.08	6	6	0	1	0	1	51	1	2	5	NA
70077	7	2	2	58	NA	5	6	1	NA	NA	2	NA	2	1	7	NA	1	1	NA	1	2	2	1	2	2	1	2	2	1	16119.136275	16768.999275	1	101	14	14	5	2	2	0	0	0	1	58	2	3	1	1
70078	7	2	2	33	NA	1	1	2	NA	NA	2	NA	2	2	2	NA	2	1	2	2	2	2	2	2	2	2	2	2	2	32982.479382	35082.144563	2	99	99	3	0.66	4	2	0	0	0	1	35	2	4	1	2
70080	7	2	2	32	NA	5	6	2	NA	NA	2	NA	2	1	6	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	16614.865368	17238.21833	3	91	15	15	4.47	4	4	2	0	0	1	33	1	5	1	5
70081	7	2	2	19	NA	4	4	2	19	236	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	NA	NA	NA	1	2	2	1	10154.02528	10568.655787	2	99	2	2	0.19	7	7	3	1	0	2	43	1	2	4	NA
70082	7	2	2	29	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	21398.47235	20994.797177	1	103	14	8	4.39	2	1	0	0	0	2	29	1	5	5	NA
70084	7	2	1	66	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	7117.971973	7450.948316	2	100	3	3	0.68	2	2	0	0	2	1	66	1	2	1	2
70086	7	2	1	18	NA	1	1	1	18	223	2	NA	2	2	4	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	23389.620035	23484.828122	3	91	3	3	0.39	6	6	1	1	0	1	39	2	1	6	NA
70088	7	2	1	47	NA	5	6	2	NA	NA	2	NA	2	2	3	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	17452.049284	17389.002535	1	93	7	7	1.64	5	5	0	2	0	1	47	2	5	1	1
70094	7	2	2	36	NA	3	3	2	NA	NA	2	NA	2	1	6	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	60859.550805	63845.233776	2	100	15	15	5	3	3	0	1	0	1	38	1	4	1	4
70096	7	2	2	77	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	66567.821082	68844.431611	3	91	7	7	1.97	4	4	0	0	1	2	77	1	5	2	NA
70101	7	2	2	45	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	22109.546782	29180.501371	1	93	7	7	2.72	2	2	0	1	0	2	45	1	3	3	NA
70102	7	2	1	68	NA	3	3	1	NA	NA	1	2	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	1	92308.775062	93174.50633	1	100	6	6	2.24	1	1	0	0	1	1	68	1	4	2	NA
70103	7	2	2	56	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	125443.355152	127362.409324	2	103	10	10	5	1	1	0	0	0	2	56	1	4	3	NA
70105	7	2	1	25	NA	2	2	1	NA	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	NA	52698.05363	53416.368765	3	92	5	5	0.81	5	5	3	0	0	2	23	1	4	5	NA
70106	7	2	1	18	NA	3	3	2	19	228	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	30100.326038	29873.584609	1	101	6	6	1.17	4	4	0	1	0	1	41	1	3	6	NA
70109	7	2	1	57	NA	2	2	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	27595.50738	28151.492876	1	98	15	15	5	5	5	0	1	1	2	55	1	5	1	5
70111	7	2	1	56	NA	4	4	2	NA	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	12517.592486	15021.976783	1	96	77	77	NA	7	7	1	3	0	1	56	1	3	1	4
70115	7	2	2	36	NA	1	1	1	NA	NA	2	NA	2	2	4	NA	3	4	2	2	2	2	2	2	2	NA	NA	NA	NA	36453.846815	39554.044508	1	102	2	2	0.52	3	3	0	2	0	2	36	2	3	4	NA
70117	7	2	1	46	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	79677.823556	79777.881901	1	99	15	15	5	5	5	0	3	0	2	43	1	5	1	5
70118	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	54095.581484	61529.339683	2	91	5	5	1.84	1	1	0	0	1	2	80	1	4	2	NA
70119	7	2	1	19	NA	3	3	1	19	229	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	110478.18082	109645.964567	2	101	1	1	0.11	2	1	0	0	0	1	19	1	4	NA	NA
70120	7	2	2	70	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	53541.401974	54113.194007	1	99	8	8	3.4	2	2	0	0	2	1	74	1	5	1	4
70121	7	2	2	33	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	2	1	2	1	2	2	1	2	2	1	2	2	1	22758.541444	23956.866949	1	101	2	2	0.47	3	3	1	0	0	1	35	1	2	6	NA
70122	7	2	2	37	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	86578.861495	87453.974807	2	101	10	10	2.33	6	6	1	3	0	1	39	1	2	1	4
70123	7	2	2	45	NA	5	6	2	NA	NA	2	NA	2	2	5	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	11762.034222	11824.231183	3	90	77	77	NA	5	5	0	2	0	1	46	2	3	1	3
70125	7	2	1	30	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	28996.250643	29563.919546	2	101	4	4	1.52	1	1	0	0	0	1	30	1	3	5	NA
70127	7	2	2	26	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	112960.559471	154652.396986	1	91	4	4	1.29	2	2	1	0	0	2	26	1	4	5	NA
70130	7	2	1	42	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	21600.805431	23858.641894	2	96	7	7	1.79	4	4	2	0	0	2	49	1	3	1	3
70131	7	2	2	53	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	12449.932013	12144.773422	3	90	15	15	4.34	4	4	0	0	1	1	65	1	3	1	4
70132	7	2	1	62	NA	4	4	1	NA	NA	1	1	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	11761.359913	11893.852645	1	92	9	9	4.23	2	2	0	0	1	1	62	1	3	1	4
70133	7	2	1	30	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	20891.980831	21490.337905	2	97	3	1	0.09	2	1	0	0	0	1	30	1	4	5	NA
70142	7	2	2	69	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	1	105434.067206	107522.739372	2	103	9	9	4.92	1	1	0	0	1	2	69	1	4	2	NA
70143	7	2	2	40	NA	5	6	2	NA	NA	2	NA	2	1	6	NA	5	1	2	1	2	2	1	2	2	NA	NA	NA	NA	13510.18419	14596.8255	2	90	14	14	4.32	3	3	0	1	0	1	48	2	4	1	5
70145	7	2	2	49	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	29010.447112	28216.500124	1	100	6	6	2.51	1	1	0	0	0	2	49	1	4	3	NA
70148	7	2	1	30	NA	5	7	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	22188.836739	24460.137584	1	92	3	3	0.46	5	5	2	1	0	1	30	1	3	1	2
70150	7	2	1	39	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	76374.321112	79950.814336	2	99	14	14	5	1	1	0	0	0	1	39	1	5	5	NA
70151	7	2	2	80	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	64679.499599	80402.538623	3	92	6	6	2.69	1	1	0	0	1	2	80	1	3	2	NA
70152	7	2	2	50	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	161992.272945	167997.905035	1	91	14	14	3.8	4	4	0	2	0	1	50	NA	NA	1	5
70155	7	2	1	18	NA	5	7	1	18	219	2	NA	1	1	NA	66	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	13276.485807	15665.287637	2	100	99	99	NA	3	3	0	0	0	1	46	1	9	3	NA
70156	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	34853.379657	39642.894617	3	90	10	10	4.3	2	2	0	0	2	2	80	1	4	1	5
70158	7	2	2	53	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	24905.670199	24973.138542	2	101	8	8	2.7	3	3	0	1	0	1	53	1	4	1	2
70160	7	2	2	61	NA	2	2	2	NA	NA	2	NA	2	1	8	NA	2	1	NA	2	2	2	2	2	2	1	2	2	2	10288.382343	13758.61994	2	90	6	6	1.7	2	2	0	0	2	1	61	2	1	1	2
70161	7	2	1	34	NA	1	1	1	NA	NA	2	NA	2	2	2	NA	2	1	NA	2	2	2	2	2	2	1	2	2	2	37715.365512	38149.83984	2	102	7	7	1.33	6	6	1	3	0	1	34	2	2	1	1
70163	7	2	2	53	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	163605.682975	162710.354378	1	90	15	15	5	4	4	0	1	0	2	53	1	5	1	5
70164	7	2	2	46	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	23884.62129	24647.381072	2	98	5	5	1.24	3	3	0	0	1	2	58	1	2	5	NA
70165	7	2	2	18	NA	2	2	2	19	228	2	NA	1	1	NA	13	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	15442.648697	16179.397194	3	90	77	77	NA	4	3	0	0	0	1	45	2	3	3	NA
70166	7	2	1	20	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	137038.746155	146586.432966	2	101	4	2	0.66	2	1	0	0	0	1	21	1	4	5	NA
70167	7	2	2	47	NA	5	7	1	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	153972.608815	154123.803084	2	101	5	5	1.36	2	2	0	0	0	2	47	1	2	1	4
70168	7	2	1	73	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	64901.456576	67363.75016	1	101	15	15	5	2	2	0	0	2	2	73	1	4	1	4
70169	7	2	2	23	NA	5	7	2	NA	NA	2	NA	1	1	NA	NA	3	6	2	1	2	2	1	2	2	1	2	2	1	60324.348827	60863.689632	1	95	6	6	0.96	5	5	1	0	1	2	69	1	1	2	NA
70170	7	2	2	59	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	15497.844354	15073.705188	1	99	4	2	0.74	2	1	0	0	1	2	59	1	3	3	NA
70171	7	2	2	30	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	27532.825087	28260.668065	1	101	6	6	1.3	4	4	2	0	0	2	30	1	4	6	NA
70175	7	2	2	62	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	11699.431733	12221.798846	1	96	7	7	2.31	2	2	0	0	1	2	62	1	3	3	NA
70176	7	2	2	23	NA	1	1	2	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	41953.42893	43056.968872	2	99	4	1	0.22	4	1	0	0	0	2	21	NA	NA	5	NA
70177	7	2	2	20	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	45403.540522	46903.566528	2	92	9	6	2.75	2	1	0	0	0	1	26	99	9	6	NA
70183	7	2	2	37	NA	1	1	1	NA	NA	2	NA	2	1	7	NA	2	1	2	2	2	2	1	2	2	1	2	2	2	41791.57979	40663.955172	2	102	6	6	1.03	5	5	1	1	0	1	37	1	2	1	2
70186	7	2	1	48	NA	4	4	2	NA	NA	2	NA	2	1	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	18533.049642	19320.837782	1	99	14	14	3.8	4	4	1	1	0	1	48	2	5	1	5
70191	7	2	2	52	NA	2	2	2	NA	NA	2	NA	2	2	6	NA	1	3	NA	2	2	2	1	2	2	NA	NA	NA	NA	30346.899457	30505.155956	1	93	5	5	0.84	5	5	1	2	0	2	52	2	1	3	NA
70192	7	2	2	22	NA	5	6	1	NA	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	NA	NA	NA	NA	17397.027021	18573.153951	3	91	7	7	3.21	1	1	0	0	0	2	22	1	5	5	NA
70194	7	2	2	29	NA	5	6	1	NA	NA	2	NA	2	1	6	NA	5	6	2	1	2	2	1	2	2	1	2	2	1	13440.945024	14349.620822	1	103	15	8	4.03	2	1	0	0	0	2	29	2	5	6	NA
70195	7	2	1	79	NA	4	4	1	NA	NA	1	1	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	NA	16888.31509	17277.940364	1	92	14	5	2.15	3	1	0	0	2	1	51	1	4	5	NA
70196	7	2	1	37	NA	1	1	1	NA	NA	2	NA	2	2	5	NA	1	5	NA	2	2	2	1	2	2	2	2	2	2	34997.800447	35379.102239	2	96	5	5	0.78	5	5	0	2	0	1	37	2	1	5	NA
70198	7	2	2	62	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	11355.3308	11862.334174	1	96	15	15	5	2	2	0	0	2	2	62	1	4	1	2
70200	7	2	1	52	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	27551.752692	27682.321328	1	98	3	3	0.73	3	3	0	0	0	1	52	1	4	1	3
70202	7	2	1	22	NA	5	6	1	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	9956.598907	10266.888978	1	95	5	5	0.73	6	6	1	0	1	1	62	2	3	1	NA
70203	7	2	1	46	NA	5	6	2	NA	NA	2	NA	2	1	4	NA	2	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	12262.33683	12218.03828	2	100	4	4	0.44	7	7	1	2	2	1	71	2	1	1	1
70204	7	2	2	20	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	18097.801029	17328.248994	2	100	7	7	1.38	5	5	1	0	0	2	45	1	2	3	NA
70206	7	2	2	34	NA	5	6	2	NA	NA	2	NA	2	2	4	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	12808.938247	13423.491647	2	100	15	15	5	4	4	1	1	0	1	36	2	5	1	5
70211	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	38758.039282	44961.529423	1	98	6	6	1.9	2	2	0	0	2	1	80	1	1	1	2
70212	7	2	2	40	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	1	2	1	2	2	1	2	2	1	2	2	1	20048.680628	21335.7055	2	95	5	5	1.05	3	3	0	1	0	1	43	1	3	1	2
70214	7	2	1	21	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	25815.880139	25212.845431	2	101	1	1	0.42	1	1	0	0	0	1	21	1	4	5	NA
70215	7	2	2	80	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	1	2	NA	44484.790948	49854.064081	1	103	15	15	5	3	2	0	0	3	2	63	1	5	77	NA
70217	7	2	1	40	NA	5	6	1	NA	NA	2	NA	2	1	5	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	19158.860679	19089.647955	1	100	15	15	5	2	2	0	0	0	1	40	2	5	1	5
70219	7	2	2	69	NA	5	7	2	NA	NA	2	NA	1	1	NA	NA	1	2	NA	1	2	2	1	2	2	1	2	2	NA	42101.975168	42617.525207	1	95	6	6	0.96	5	5	1	0	1	2	69	1	1	2	NA
70220	7	2	2	31	NA	1	1	1	NA	NA	2	NA	2	2	4	NA	2	1	2	2	2	2	2	2	2	2	2	2	2	41791.57979	43231.925575	2	102	10	10	3.04	4	4	2	0	0	2	31	2	2	1	NA
70222	7	2	1	60	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	88617.795432	87713.219218	1	91	15	15	5	1	1	0	0	1	1	60	1	5	1	NA
70223	7	2	1	47	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	146181.198007	145805.68861	2	91	15	2	0.79	7	1	0	0	1	1	49	NA	NA	5	NA
70224	7	2	2	19	NA	3	3	1	19	234	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	39616.634313	40360.331753	2	101	5	3	1.1	2	1	0	0	0	1	19	1	4	NA	NA
